58) boot:  0 nvs              WiFi data        01 02 00009000 00006000
I (66) boot:  1 phy_init         RF data          01 01 0000f000 00001000
I (73) boot:  2 factory          factory app      00 00 00010000 00100000
I (81) boot: End of partition table
I (85) esp_image: segment 0: paddr=0x00010020 vaddr=0x3f400020 size=0x23820 (145440) map
I (145) esp_image: segment 1: paddr=0x00033848 vaddr=0x3ffb0000 size=0x03164 ( 12644) load
I (150) esp_image: segment 2: paddr=0x000369b4 vaddr=0x40080000 size=0x00400 (  1024) load
I (152) esp_image: segment 3: paddr=0x00036dbc vaddr=0x40080400 size=0x09254 ( 37460) load
I (176) esp_image: segment 4: paddr=0x00040018 vaddr=0x400d0018 size=0x8cad8 (576216) map
I (378) esp_image: segment 5: paddr=0x000ccaf8 vaddr=0x40089654 size=0x06a4c ( 27212) load
I (399) boot: Loaded app from partition at offset 0x10000
I (399) boot: Disabling RNG early entropy source...
I (400) cpu_start: Pro cpu up.
I (403) cpu_start: Application information:
I (408) cpu_start: Project name:     akkaEsp32
I (413) cpu_start: App version:      v0.3-58-g421e464-dirty
I (420) cpu_start: Compile time:     Aug  1 2019 23:12:22
I (426) cpu_start: ELF file SHA256:  4a85524c328c8d67...
I (432) cpu_start: ESP-IDF:          v4.0-dev-459-gba1ff1692-dirty
I (439) cpu_start: Starting app cpu, entry point is 0x4008106c
I (0) cpu_start: App cpu up.
I (449) heap_init: Initializing. RAM available for dynamic allocation:
I (456) heap_init: At 3FFAE6E0 len 00001920 (6 KiB): DRAM
I (462) heap_init: At 3FFB9AB0 len 00026550 (153 KiB): DRAM
I (468) heap_init: At 3FFE0440 len 00003AE0 (14 KiB): D/IRAM
I (474) heap_init: At 3FFE4350 len 0001BCB0 (111 KiB): D/IRAM
I (481) heap_init: At 400900A0 len 0000FF60 (63 KiB): IRAM
I (487) cpu_start: Pro cpu start user code
I (60) cpu_start: Starting scheduler on PRO CPU.
I (0) cpu_start: Starting scheduler on APP CPU.
  3FFBC7A0 I |       25 | ESP32-14936 |        main.cpp:  79 | Starting Akka on ESP8266 heap : 264508 
  3FFBCF90 I |    45738 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 642
  3FFBCF90 I |    45786 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 614
  3FFBCF90 I |    45836 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 599
  3FFBCF90 I |    45886 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 569
  3FFBCF90 I |    45937 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 548
  3FFBCF90 I |    45986 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 527
  3FFBCF90 I |    46038 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 497
  3FFBCF90 I |    46087 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 464
  3FFBCF90 I |    46136 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 440
  3FFBCF90 I |    46184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    46188 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 409
  3FFBCF90 I |    46196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |    46237 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 387
  3FFBCF90 I |    46287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 516
  3FFBCF90 I |    46292 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 324
  3FFBCF90 I |    46336 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 281
  3FFBCF90 I |    46386 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 241
  3FFBCF90 I |    46436 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 232
  3FFBCF90 I |    46735 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 228
  3FFBCF90 I |    46786 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 206
  3FFBCF90 I |    46836 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 178
  3FFBCF90 I |    46886 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 153
  3FFBCF90 I |    46936 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 127
  3FFBCF90 I |    46986 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 103
  3FFBCF90 I |    47036 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 85
  3FFBCF90 I |    47086 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 58
  3FFBCF90 I |    47136 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 36
  3FFBCF90 I |    47184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    47188 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 12
  3FFBCF90 I |    47196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |    47236 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 0
  3FFBCF90 I |    47287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 518
  3FFBCF90 I |    48135 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 40
  3FFC9A50 I |    48185 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    48190 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 69
  3FFBCF90 I |    48236 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 103
  3FFC9A50 I |    48287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 518
  3FFBCF90 I |    48292 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 175
  3FFBCF90 I |    48336 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 218
  3FFBCF90 I |    48387 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 250
  3FFBCF90 I |    48436 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 260
  3FFBCF90 I |    48836 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 253
  3FFBCF90 I |    48886 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 215
  3FFBCF90 I |    48937 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 166
  3FFBCF90 I |    48986 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 119
  3FFBCF90 I |    49036 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 88
  3FFBCF90 I |    49086 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 30
  3FFBCF90 I |    49137 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 0
  3FFBCF90 I |    49183 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    49195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |    49286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 518
  3FFBCF90 I |    50184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    50194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    50202 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |    50205 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |    50214 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |    50222 | remote |      System.cpp:  16 |  heap:147236 stack:2880 heap free :212576 largest block : 113804 
  3FFBCF90 I |    50286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 518
  3FFBCF90 I |    51184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    51196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |    51286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 518
  3FFBCF90 I |    52184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    52196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |    52286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 518
  3FFBCF90 I |    53136 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 9
  3FFBCF90 I |    53184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    53189 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 16
  3FFBCF90 I |    53197 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |    53236 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 20
  3FFBCF90 I |    53286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 516
  3FFBCF90 I |    53290 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 36
  3FFBCF90 I |    53337 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 41
  3FFBCF90 I |    53386 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 48
  3FFBCF90 I |    53436 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 51
  3FFBCF90 I |    53486 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 54
  3FFBCF90 I |    53685 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 62
  3FFBCF90 I |    54036 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 79
  3FFBCF90 I |    54086 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 89
  3FFBCF90 I |    54136 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 97
  3FFBCF90 I |    54183 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    54188 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 100
  3FFBCF90 I |    54236 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 108
  3FFBCF90 I |    54286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 518
  3FFBCF90 I |    54290 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 131
  3FFBCF90 I |    54336 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 139
  3FFBCF90 I |    54386 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 144
  3FFBCF90 I |    54437 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 155
  3FFBCF90 I |    54486 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 164
  3FFBCF90 I |    54585 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 170
  3FFBCF90 I |    54636 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 180
  3FFBCF90 I |    54686 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 188
  3FFBCF90 I |    54738 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 197
  3FFBCF90 I |    54786 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 210
  3FFBCF90 I |    54836 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 221
  3FFBCF90 I |    54886 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 226
  3FFBCF90 I |    54936 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 238
  3FFBCF90 I |    54986 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 252
  3FFBCF90 I |    55037 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 257
  3FFBCF90 I |    55086 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 271
  3FFBCF90 I |    55136 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 281
  3FFBCF90 I |    55185 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    55189 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 292
  3FFBCF90 I |    55194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    55205 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBE5B4 I |    55213 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |    55220 | remote |      System.cpp:  16 |  heap:143784 stack:2892 heap free :209124 largest block : 113804 
  3FFBCF90 I |    55231 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |    55244 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 308
  3FFBCF90 I |    55286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 518
  3FFBCF90 I |    55291 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 330
  3FFBCF90 I |    55336 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 334
  3FFBCF90 I |    55735 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 340
  3FFBCF90 I |    55786 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 356
  3FFBCF90 I |    55836 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 362
  3FFBCF90 I |    55886 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 370
  3FFBCF90 I |    55936 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 393
  3FFBCF90 I |    55986 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 404
  3FFBCF90 I |    56036 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 416
  3FFBCF90 I |    56086 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 432
  3FFBCF90 I |    56136 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 444
  3FFBCF90 I |    56185 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    56189 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 456
  3FFBCF90 I |    56195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |    56236 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 467
  3FFBCF90 I |    56287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 518
  3FFBCF90 I |    56291 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 490
  3FFBCF90 I |    56336 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 503
  3FFBCF90 I |    56386 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 515
  3FFBCF90 I |    56436 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 527
  3FFBCF90 I |    56486 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 538
  3FFBCF90 I |    56587 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 552
  3FFBCF90 I |    56636 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 564
  3FFBCF90 I |    56686 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 582
  3FFBCF90 I |    56736 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 594
  3FFBCF90 I |    56786 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 606
  3FFBCF90 I |    56836 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 619
  3FFBCF90 I |    56887 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 636
  3FFBCF90 I |    56936 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 648
  3FFC9A50 I |    56987 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 663
  3FFBCF90 I |    57037 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 676
  3FFBCF90 I |    57086 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 689
  3FFBCF90 I |    57136 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 702
  3FFBCF90 I |    57183 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    57189 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 715
  3FFBCF90 I |    57196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |    57236 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 724
  3FFC9A50 I |    57287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 516
  3FFBCF90 I |    57291 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 752
  3FFBCF90 I |    57336 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 775
  3FFBCF90 I |    57386 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 788
  3FFBCF90 I |    57437 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 807
  3FFBCF90 I |    57486 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 829
  3FFBCF90 I |    57585 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 845
  3FFBCF90 I |    57637 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 876
  3FFBCF90 I |    57686 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 912
  3FFBCF90 I |    57736 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 926
  3FFBCF90 I |    57786 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 948
  3FFBCF90 I |    57837 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 968
  3FFBCF90 I |    57886 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 983
  3FFBCF90 I |    57936 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 1001
  3FFBCF90 I |    57986 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 1020
  3FFBCF90 I |    58085 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 1023
  3FFBCF90 I |    58183 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    58195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |    58286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 518
  3FFBCF90 I |    59184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    59196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |    59286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 516
  3FFBCF90 I |    59385 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 924
  3FFC9A50 I |    59437 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 855
  3FFBCF90 I |    59487 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 837
  3FFBCF90 I |    59836 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 774
  3FFBCF90 I |    59886 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 706
  3FFBCF90 I |    59936 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 658
  3FFBCF90 I |    59986 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 624
  3FFBCF90 I |    60039 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 607
  3FFBCF90 I |    60087 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 575
  3FFBCF90 I |    60136 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 549
  3FFBCF90 I |    60184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    60188 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 517
  3FFBCF90 I |    60194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    60203 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |    60209 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |    60219 | remote |      System.cpp:  16 |  heap:158636 stack:2664 heap free :223976 largest block : 113804 
  3FFBCF90 I |    60236 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potRight = 496
  3FFBCF90 I |    60287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 517
  3FFBCF90 I |    61184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    61196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |    61287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 516
  3FFBCF90 I |    61437 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 493
  3FFBCF90 I |    61486 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 477
  3FFBCF90 I |    61585 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 459
  3FFBCF90 I |    61636 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 422
  3FFBCF90 I |    61686 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 402
  3FFBCF90 I |    61737 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 383
  3FFBCF90 I |    61786 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 364
  3FFBCF90 I |    61836 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 347
  3FFBCF90 I |    61886 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 328
  3FFBCF90 I |    61937 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 294
  3FFBCF90 I |    61986 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 274
  3FFBCF90 I |    62036 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 257
  3FFBCF90 I |    62086 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 235
  3FFBCF90 I |    62137 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 215
  3FFBCF90 I |    62183 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    62188 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 197
  3FFBCF90 I |    62195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |    62236 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 184
  3FFBCF90 I |    62286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 171
  3FFBCF90 I |    62290 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 155
  3FFBCF90 I |    62337 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 133
  3FFBCF90 I |    62386 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 115
  3FFBCF90 I |    62436 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 97
  3FFBCF90 I |    62486 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 82
  3FFBCF90 I |    62585 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 68
  3FFBCF90 I |    62636 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 54
  3FFBCF90 I |    62686 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 42
  3FFBCF90 I |    62737 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 21
  3FFBCF90 I |    63085 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 31
  3FFBCF90 I |    63138 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 41
  3FFBCF90 I |    63183 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    63188 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 53
  3FFBCF90 I |    63197 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |    63236 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 71
  3FFBCF90 I |    63286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 83
  3FFBCF90 I |    63290 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 102
  3FFBCF90 I |    63340 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 123
  3FFBCF90 I |    63386 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 147
  3FFBCF90 I |    63436 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 172
  3FFBCF90 I |    63486 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 192
  3FFBCF90 I |    63586 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 213
  3FFC9A50 I |    63636 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 230
  3FFBCF90 I |    63686 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 245
  3FFBCF90 I |    63737 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 260
  3FFBCF90 I |    63786 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 271
  3FFBCF90 I |    63836 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 286
  3FFBCF90 I |    63886 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 304
  3FFBCF90 I |    63936 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 322
  3FFBCF90 I |    63986 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 335
  3FFBCF90 I |    64036 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 342
  3FFBCF90 I |    64087 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 356
  3FFBCF90 I |    64136 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 371
